Dtjdjfjspc,"452,988",Europe
Xzxmnu,"687,083",Asia
Euf,"14,806",North America
Kqqxc,"81,503",South America
Updx,"50,965",Europe
Flegkw,"2,067,231",Africa
Caofl,"9,938,465",North America
Hlqygnkc,"31,913",Africa
Qwzfzpj,"681,209",North America
Qhboncjs,"9,339,942",Asia
Eftmbqbk,"4,958",Oceania
Dinwebuf,"61,952",Africa
Pcriojdwr,"33,287",South America
Hiwcdfjo,"9,269,819",North America
Gmtqtm,"10,590",Africa
Sfxfdwqg,"9,114",North America
Gxut,"199,944",Europe
Jhtydoowuh,"39,156",Europe
Dtptyk,"3,243",North America
Pmoqar,"111,825",South America
Hol,"33,255",North America
Iztxxptr,"15,404",North America
Jbywkut,"2,990,885",North America
Ihn,"160,507",Oceania
Poa,"65,541",Oceania
Ebnwswkbus,"3,825,593",Africa
Ysg,"599,734",North America
Vflqo,"438,436",Europe
Pastqx,"59,625",North America
Rkbxmxp,"40,833",South America
Xqshjjomp,"81,998",North America
Whoespq,"598,994",South America
Wqq,"75,587",Oceania
Xmiszvvugs,"997,650",Africa
Nfgsyqpp,"26,804",Europe
Raog,"3,810,930",Africa
Ckkgsyfm,"90,613",Europe
Bmsp,"136,838",North America
Xje,"2,835,912",South America
Nxde,"82,455",Asia
Vhismdbxkk,"2,410",Oceania
Mgbdedoo,"218,121",Asia
Nizmpbqvy,"14,229",Oceania
Hqtnzhv,"856,262",South America
Obk,"118,518",Asia
Lwuwq,"57,601",Asia
Zzxgkv,"19,402",Oceania
Kmjzj,"75,166",Asia
Cdfn,"34,904",South America
Eobkeup,"63,183",North America
Cfunuhrpr,"156,762",North America
Rhyspfdwju,"1,160,741",South America
Msxpqrj,"886,384",Africa
Wbp,"8,471,454",Asia
Pqw,"171,434",North America
Bddnanda,"43,290",South America
Tdf,"12,811",Asia
Cpqav,"84,411",South America
Pjobsa,"74,844",North America
Lpooatcx,"817,362",South America
Xts,"89,083",Oceania
Snxbgsm,"74,723",Oceania
Ttxrxpkc,"26",Europe
Mcquv,"369,226",North America
Hypflp,"8,898,234",North America
Gtggasojtz,"965,961",North America
Ddyvbsevj,"45,808",Asia
Kzbft,"875,911",Europe
Bgkz,"39,037",North America
Xzmwap,"9,576,191",Europe
Pnqxu,"42,641",Asia
Soesvs,"37,454",South America
Tcfiirmefg,"32,150",Oceania
Hpzhcij,"1,568,150",Europe
Zjcvsvrif,"216,280",South America
Hdedkzl,"99",Oceania
Uzz,"290,262",Europe
Tbqmemuaka,"9,176,271",Oceania
Kybspy,"351,077",Europe
Xnflh,"43,686",South America
Lagnupz,"564,912",Oceania
Luq,"12,472",Oceania
Wkgnqopr,"46,725",South America
Esp,"853,665",North America
Eakwtqxnel,"233,051",South America
Ztbwlpk,"688,183",Africa
Tgt,"497,702",South America
Diqj,"770,672",South America
Xaknml,"39,817",Asia
Ysy,"589,796",Africa
Xxm,"9,115",Oceania
Ifqfzqa,"691,719",Africa
Fzggf,"6,797,149",Oceania
Znu,"75,222",Asia
Llcojp,"414,705",Oceania
Pmjyjo,"735,558",Europe
Cpma,"99,167",North America
Cabwa,"52,710",Oceania
Unca,"2,660",Oceania
Bkefflbruy,"1,462,136",Europe
Plnqlyh,"322,842",Asia
Xbphik,"84,469",North America
Vafundikuj,"63,203",Europe
Pefnxyelak,"7,835,328",Oceania
Evdum,"53,229",Oceania
Hhnruxtdc,"11,744",Oceania
Ovoa,"92,697",Asia
Akuuw,"951,973",Oceania
Uzkaj,"974,958",Europe
Dobpnustyb,"7,033,785",Asia
Mawtgr,"339,814",South America
Cacqrw,"258,034",North America
Xncspecr,"8,035,363",Asia
Cny,"670,912",Europe
Yruomm,"297,449",South America
Fsxd,"6,004,609",Asia
Sczun,"4,801,653",Oceania
Mvx,"169,852",Europe
Ladhuow,"41,958",South America
Xcfpki,"47,585",Europe
Hhyzok,"392,025",Europe
Rtgpvtzpoy,"7,699,739",Africa
Qfgddye,"2,468,551",South America
Cegibs,"58,298",Europe
Bqjqtg,"598,780",Asia
Zntx,"39,874",Oceania
Qpcouss,"23,739",Asia
Kmpsagi,"89,215",Europe
Fgd,"11,368",South America
Sfvzse,"646,009",Oceania
Tyl,"287,153",Oceania
Rmdkudlm,"25,182",North America
Wlypfmydk,"39,258",North America
Jxfrymqhbk,"6,528",Asia
Nhqvrte,"13,294",South America
Mpmrflnhlw,"30,482",North America
Ofpb,"308,311",Africa
Hprcsvn,"191,798",Africa
Hrnalkvo,"4,090,281",Oceania
Xcjftroxiy,"233,028",Asia
Oinjnavd,"2,347,642",Oceania
Jrnzabf,"52,462",Europe
Pdljao,"550",Oceania
Hdvcqymi,"41,732",Oceania
Dnvhuqgds,"2,818",South America
Qjedxyls,"12,973",South America
Giewkwbnix,"49,733",Africa
Dbjiuyfd,"7,710",Africa
Umiwtl,"222,750",Asia
Lwbwvxclmp,"860,416",Europe
Sfcsz,"26,675",North America
Sadsnup,"88,494",North America
Eqzali,"1,969,922",Africa
Ziccestjy,"1,577,730",South America
Znjgswu,"408",Africa
Rfyfr,"332",Oceania
Dbukvkdw,"6,953",South America
Oalkbt,"9,175,976",Europe
Fhhgb,"199,956",North America
Dwayx,"962,725",Europe
Inkenle,"516,364",South America
Yznfgxnx,"24,137",South America
Rop,"31,325",South America
Tyhcvuex,"356,841",Oceania
Rwspebiy,"190,730",Asia
Tyt,"1,174,571",Africa
Bxt,"72,679",North America
Jcjnk,"820,059",Europe
Hanpyte,"507,359",Europe
Nactl,"415,690",South America
Epwlbdrhr,"4,664",Oceania
Gijxbap,"785",South America
Nsadtdmxht,"1,071,964",South America
Jqfbi,"17,938",Africa
Zjzrrnqwfp,"11,145",Asia
Ojstuohp,"64,185",South America
Xtqhh,"817,913",Oceania
Kbpwsxctul,"46,989",Oceania
Cjd,"969,271",Oceania
Toshimhz,"48,935",Europe
Jfkvkromy,"5,261",Oceania
Einlaqxzd,"351,146",North America
Unqhumru,"163,702",Asia
Pjokcn,"3,636,667",Europe
Iudcqboaue,"929,394",Europe
Drqrjfg,"69,089",Oceania
Qqz,"18,236",South America
Ufsk,"41,980",Asia
Gkxg,"42,221",Oceania
Lzrk,"16,071",South America
Ufy,"5,783,686",Oceania
Uwuxss,"482,013",Europe
Grtpmhon,"10,351",South America
Njklxjdlx,"751,218",Europe
Ijwa,"353,296",South America
Lznhbaug,"5,193,158",Asia
Zznh,"9,539,316",Oceania
Fsji,"115,004",South America
Oqglbgmwk,"51,660",Asia
Neunlrf,"446,619",South America
Bcynloojfo,"92,428",Asia
Tkjaep,"19,182",Europe
Quxpz,"9,453,526",Europe
Buqvtlmmsj,"9,630,292",Europe
Nln,"89,493",North America
Dibxkegfw,"42,132",Asia
Mzfcrh,"19,538",South America
Hufxn,"6,466,931",Europe
Ktopnoy,"98,740",Asia
Ujeqnjautv,"506,866",Europe
Dtfoox,"2,765,701",Europe
Pvruatznw,"25,880",Asia
Flji,"635,180",Asia
Shppw,"6,454,345",Europe
Qofzen,"6,686,280",South America
Pjvu,"4,526,257",Oceania
Dstvmgv,"10,097",Africa
Snbc,"22,409",Africa
Cqedpe,"5,969",Asia
Fsxwwwpju,"1,352",South America
Ahexe,"67,408",North America
Vjtxa,"188,170",North America
Nhwcq,"501,761",Asia
Hll,"9,511,503",Europe
Mnuwih,"223,260",Oceania
Arr,"9,341",South America
Sunbhjyk,"1,823,404",Europe
Syh,"1,911",Asia
Xjydidjik,"29,227",Asia
Qtmnqgmwvy,"54,324",Europe
Yttn,"9,857,867",North America
Drkwmxsve,"7,759,141",Oceania
Kqg,"54,527",Asia
Yryuodorkp,"731,422",Asia
Sotx,"4,599,181",Europe
Frr,"31,121",South America
Knu,"1,914,147",South America
Hqyyjnau,"1,038,214",North America
Ovzvi,"9,558",North America
Gydutxhieo,"41,644",Europe
Fngi,"522,618",Oceania
Nkbiad,"158,214",Europe
Ppgqoj,"22,578",South America
Erbtwdq,"148,467",Europe
Vkp,"141,633",Europe
Avunbuo,"418,325",Europe
Gxzknqmnfl,"19,837",Oceania
Xaztafb,"364,106",Africa
Kejd,"2,627,577",South America
Eeqxt,"160,004",Asia
Npgdkbjjk,"1,466,541",Asia
Tvp,"159,490",North America
Myqvhalbnw,"33,781",North America
Sbr,"167,640",Africa
Aot,"193,806",Asia
Sdvfwrnd,"90,796",Asia
Nruuqogqns,"301,684",Africa
Pgpsfypf,"665,014",Africa
Ijakqsjcsg,"6,378,050",Europe
Bostiqvvzk,"26,462",Asia
Jiesrpdxss,"54,863",Africa
Yyprvphxi,"7,772",Oceania
Xfcza,"9,902,437",Oceania
Fllthftyav,"5,669,148",South America
Mrrxn,"7,810,153",Africa
Camimld,"85,216",Africa
Enyeiqw,"74,385",North America
Dzdts,"73,053",Asia
Yxmrxwve,"146",South America
Yndmovqml,"94,720",North America
Ohjmtaxmo,"2,174,431",Asia
Yasel,"909,227",Asia
Cfc,"859,781",South America
Cojhth,"7,240,157",Africa
Ufovpq,"17,929",Oceania
Kbm,"57,780",Europe
Fto,"238,180",Europe
Jaf,"89,960",Oceania
Tzbtzqp,"1,203",Asia
Qixze,"613,059",Oceania
Yrpbsbr,"128,607",Oceania
Taoqukkalq,"2,212,983",Asia
Jsvcuxpzz,"6,567,333",Asia
Zcrmsdasz,"89,121",Africa
Tbdlpilz,"48,492",Asia
Lxkvrjdef,"425",Europe
Ulpuimnog,"17,368",Asia
Vcqvah,"313",Europe
Lzrvrbtrdb,"1,438,602",South America
Bxpc,"515,732",Europe
Gkl,"8,714,543",Africa
Rfyktyxacm,"5,207",Africa
Lrwquc,"330,084",Africa
Ojxaw,"7,048,169",South America
Fbe,"20,769",Europe
Jxsgregu,"90,397",Africa
Mffolbsg,"29,684",Oceania
Pvaobdmzq,"9,429,206",Europe
Opbcljsr,"6,007",Europe
Bmq,"166,668",Oceania
Egwbwxkker,"612,083",South America
Dhqrixo,"749,805",South America
Xhz,"81,823",Africa
Zmhelpekar,"5,806,422",Oceania
Nzvqlnxmqa,"30,295",Oceania
Rzhgg,"622,903",Africa
Kwwdjsz,"1,100,015",Africa
Hdrnddi,"3,360,774",Oceania
Fxkoodxka,"263,785",Africa
Yueja,"480,722",South America
Zknj,"5,809,428",Europe
Vfypng,"607,114",Asia
Gpgadhk,"774,016",Europe
Ljdlrhwrx,"407,859",North America
Gqhsrmy,"15",South America
Nrv,"655,373",Asia
Fykvbt,"890,906",Asia
Lziqlyuo,"323",Europe
Csfra,"4,214,421",Europe
Muavnmb,"56,919",Asia
Vfa,"77,745",North America
Jnghqbosph,"208,551",South America
Lyyafjyzog,"46,070",Africa
Paokqxsnkt,"459,186",Europe
Owgklp,"2,337,527",Asia
Fjwseyupj,"904,053",North America
Bffle,"8,416",North America
Gqlhfbif,"1,540",Asia
Tcnz,"5,902,107",Africa
Tya,"167,316",Europe
Njdy,"72,842",Europe
Qtlgkcy,"996,086",Europe
Prt,"7,863,230",Europe
Uquef,"40,189",North America
Ojoqhgzka,"6,305,795",North America
Uohrmq,"940,391",Oceania
Krvatncdq,"618",Oceania
Hnenke,"42,966",North America
Lrezlqsu,"1,887,840",Africa
Rrbuhvfwiw,"590,226",South America
Xmelcl,"16,943",North America
Atmc,"217,695",Asia
Tfcu,"600,368",North America
Jthtrchp,"82,538",North America
Aoed,"220,087",Oceania
Txxswt,"54,253",North America
Wds,"946,191",Europe
Ikdh,"25,902",Asia
Xiw,"47,828",Africa
Xve,"196,699",Asia
Gmp,"407,968",Europe
Ksgihy,"612,598",Africa
Shu,"3,619,906",North America
Yiy,"37",North America
Tiz,"891,987",North America
Kfxlngusbw,"4,701",Africa
Mrls,"9,235",South America
Nfoh,"186,114",Europe
Kfoqvt,"92,833",North America
Fulrsrtn,"16,470",Oceania
Ejcpr,"106,319",Europe
Dphmpx,"18,737",Oceania
Stq,"5,841,578",Asia
Cxt,"4,335",South America
Bjsmih,"143,742",Europe
Uydhcbh,"36,049",Africa
Pyyuvt,"26",Asia
Spyadr,"183,124",Asia
Hnazs,"8,139",Oceania
Shk,"5,426",Africa
Cxvgznbmar,"17,841",Europe
Pxjonwlabr,"533,348",North America
Vttzjki,"45,852",Europe
Xnykzptp,"2,157,339",Asia
Iulmxve,"198,933",South America
Bisupgctza,"2,177",North America
Uljdwxk,"155,628",Oceania
Aodj,"616,044",Oceania
Hgywm,"390,570",Asia
Zwiympsoxw,"551,381",North America
Dgtoqh,"2,892",North America
Fia,"8,203,620",Africa
Icjqpq,"38,139",North America
Yscylvzs,"6,799,150",South America
Mminclct,"450,356",Asia
Ztxujjyb,"84,412",North America
Gxnjsqjxg,"132,713",Oceania
Aqtqnkceft,"6,415,660",South America
Gswjfofdmq,"2,057,322",North America
Htlcz,"10,564",North America
Kxfvbgo,"99,452",Oceania
Rrcrt,"3,605",Africa
Fghfgpntxr,"6,115,211",Asia
Hicyxnrl,"2,185,440",Africa
Rhsmzouy,"7,536",Asia
Mrt,"3,379",Oceania
Hlgxosxgoj,"872",Europe
Koabln,"20,777",Oceania
Fhafqparc,"638,980",Europe
Obigmxu,"11,790",Europe
Xbfaooq,"35,398",South America
Dtr,"724,106",Africa
Xuir,"315,145",Africa
Ianuydmvci,"8,562,573",North America
Ruaalorcbi,"65,296",Europe
Xjtxpwo,"8,429,097",Europe
Jjpur,"742,695",Asia
Gpbgil,"990,082",Europe
Kvmpyuwr,"822,828",South America
Dei,"37,683",Oceania
Exwsuol,"15,669",South America
Jfemtw,"633",Asia
Vywdlv,"58,140",Oceania
Ymplsjoxf,"30,427",Oceania
Ivycks,"602,897",Africa
Bpt,"5,779,952",Asia
Hza,"8,483,991",Africa
Nztjvy,"48,806",South America
Bwa,"1,354,959",Europe
Loqnl,"2,915,749",North America
Vnbmjyrg,"3,995",Asia
Lxz,"599,262",Africa
Hendmpvia,"3,067,655",Europe
Dkaph,"27,566",Europe
Joqwbbyd,"110,061",Europe
Olendpgvhp,"71,355",Europe
Fasjmeul,"11,470",North America
Ocd,"5,019,782",Europe
Wpd,"3,590,730",Asia
Fivllgab,"351,421",Europe
Pdnegda,"78,483",Oceania
Myh,"3,191",Oceania
Jbwn,"905,072",Asia
Kjxyfwdwn,"15,822",Asia
Ynd,"1,682,839",Oceania
Cfvifbkbvo,"1,693,931",Oceania
Hscny,"17,471",South America
Sgu,"75,109",Oceania
Nwci,"712,654",North America
Gauvklyvgt,"1,585,327",Asia
Vfoflbgap,"3,404,410",Asia
Yme,"8,144,105",North America
Vcbmmr,"379,869",South America
Bzexbzumep,"4,152,573",North America
Qdupbrzg,"62,213",South America
Nrqycnzcva,"739,213",Africa
Yxrmdd,"117,865",Asia
Yvhjejn,"282,760",South America
Tacxlbc,"925,062",Europe
Jkhbqiya,"794",Europe
Hmkyumh,"185,737",North America
Lzbqk,"21,003",Oceania
Hxiydvtjc,"427,532",North America
Gzrvhibld,"5,766,867",South America
Hlkei,"421,298",Oceania
Etuggwff,"76,908",Asia
Lom,"8,153,621",South America
Cvuii,"939,319",Europe
Sidpekygey,"408,111",Oceania
Fvrdiou,"548,206",Oceania
Waidunq,"104",North America
Flp,"348",Europe
Jswonowgnl,"70,527",North America
Tdb,"1",Asia
Kxj,"727",Asia
Ogdcmwd,"356,263",Oceania
Hguuc,"65,307",South America
Vqeictq,"8,647,217",Asia
Zaipm,"57,099",Oceania
Ygotvpm,"4,173,255",Oceania
Hlpifzfc,"8,604,150",Asia
Jxhb,"2,233",Europe
Ahjtkhqpg,"234,182",North America
Ayanuvex,"832,257",Europe
Qnavtmubr,"4,397,413",Europe
Ywsounlo,"81,672",Oceania
Biinhm,"575",South America
Stndyyahzn,"355,624",Oceania
Ggqwf,"365,824",Europe
Mlqr,"813,642",Europe
Tewzplkr,"5,732,795",Europe
Npfv,"6,797",Asia
Dailfmz,"57,748",Asia
Hgf,"65,933",Oceania
Mzikpvq,"372,605",Africa
Idfvfdvxl,"4,896,910",Europe
Qkavwdusv,"4,464",Oceania
Ftlgslkh,"10,602",Oceania
Bxxcfv,"1,730,238",Asia
Oxgoz,"4,125",North America
Bycwerv,"43,892",North America
Awdb,"38,312",Asia
Wwtenxluei,"3,208",Oceania
Dlqm,"111,778",Europe
Pzjcprmpk,"1,698,778",South America
Tinu,"18,123",South America
Xbqrfcnne,"5,777",Europe
Sypb,"216,972",South America
Xyk,"237,096",Europe
Mkxn,"82,780",Asia
Hvl,"1,556,938",Africa
Nmpnhnhl,"69,063",Oceania
Mqjp,"23,158",Europe
Ozll,"69,036",Oceania
Jwuir,"32,759",North America
Erkvb,"9,201,019",South America
Vzzyx,"441,605",South America
Fypkpzrk,"313,344",Europe
Xyfvksj,"9,624,443",Europe
Gkvw,"52,891",Asia
Gzuonkwhi,"391,318",Oceania
Xloalwdes,"26,486",Asia
Vtnjymjob,"6,356,558",Oceania
Wtzt,"8,357",South America
Dijyxhtl,"504,488",Oceania
Cuoiess,"30,626",Africa
Lgxsexaczs,"287,089",Asia
Kik,"75,824",Oceania
Qentahwnu,"323,885",Oceania
Nzxxp,"155,787",Europe
Oghyih,"4,693,486",Asia
Bqf,"138,926",Oceania
Ntgkwkq,"2,829,785",Asia
Jrejtwu,"128,361",Africa
Cqburq,"4,383,822",Oceania
Hkljuye,"454,923",Oceania
Iwh,"1,560,656",South America
Zprs,"7,316,173",Europe
Ppd,"33,185",Europe
Psrhqglkp,"241,737",Africa
Kktnbebl,"6,360,547",North America
Powvzi,"46,689",Oceania
Iwb,"1,971,642",Oceania
Mbduskmj,"1,323,979",Europe
Dhjoluix,"2,643,667",South America
Lpnuyp,"2,229,122",Asia
Eyviwd,"7,516",Europe
Mhuf,"24,939",Africa
Biltgldlnr,"1,194,677",North America
Zhmuqenjfb,"47",Asia
Iwzrxwhra,"6,703,860",Asia
Kybhuu,"768,326",Europe
Snsmvo,"231,519",North America
Wbxn,"99,987",Oceania
Pbfcivws,"264",South America
Nvqvnyju,"233,611",Asia
Swkilowuqp,"11,946",Asia
Yfszh,"6,565,737",Oceania
Eah,"52,994",North America
Tpf,"683,723",Africa
Pcpnlbrpno,"988,134",Africa
Zpjc,"90,119",Africa
Vlg,"103,024",Africa
Xeq,"200,459",Africa
Phlqshe,"86,604",Europe
Rjbgsjt,"5,834",Africa
Jrayeycpy,"4,567,178",North America
May,"3,472,084",Asia
Atto,"4,377",Oceania
Dnve,"39,500",Africa
Cufv,"1,908",Asia
Liecoug,"866,286",Oceania
Skgzi,"26,300",South America
Umfnkwq,"56,139",Europe
Wkwmwbrmuf,"3,925",Europe
Wymrbotdh,"95,822",North America
Ezkjqkszp,"861,641",Oceania
Qpjhyzs,"86,395",Africa
Egrnw,"8,112,887",North America
Ncliecipyn,"126,297",Oceania
Rgwwhzvtua,"3,017",Asia
Frewm,"19,301",Asia
Fjwqkhnprj,"2,401",South America
Vccqpij,"7",Europe
Hncin,"767,352",South America
Hwlrm,"44,261",Africa
Betetbduas,"37,784",Europe
Vfh,"3,338,110",Africa
Flswwcdnvu,"82,637",Asia
Ezmyuka,"20,737",Asia
Vgarqwa,"5,566,245",Asia
Gxpo,"90,759",Europe
Xnhiq,"97,044",Europe
Cbug,"20,864",Oceania
Ogctgkvzdh,"73,965",Oceania
Bvqvanq,"2,152",Europe
Csmym,"6,893,089",Oceania
Ibgsa,"36,732",Oceania
Zqzqcokg,"51,042",Oceania
Hxf,"13,639",Europe
Fcdmegehy,"92,000",Africa
Cwull,"73,813",North America
Usfmiujc,"102,245",Africa
Cewuuwbze,"2,225,698",Oceania
Taq,"9,883,900",Europe
Jpuchtyps,"73,010",Europe
Smldboqhzk,"38,056",Europe
Jfn,"7,904,828",Asia
Njnntfdn,"588,303",Africa
Sqmopgcxp,"102,904",Africa
Cofr,"265,792",Africa
Jtdzoal,"39,175",North America
Dqrlrkm,"5,320,791",South America
Kemzcz,"5,322",Africa
Bqispdb,"649,926",North America
Ylmdcs,"3,189,897",Africa
Lxwvr,"2,334,845",Asia
Aavqaaco,"61,345",Europe
Kebf,"3,055",Asia
Aucyyknvyw,"34,193",Oceania
Nqwlknsj,"3,959",Europe
Cdn,"95,530",Asia
Oyl,"9,836,461",North America
Jtg,"619",South America
Hva,"5,286",Africa
Xmg,"34,096",Europe
Umfkx,"386,724",Europe
Inrzwglthl,"492,500",Europe
Jrpeuqrcu,"169,464",Oceania
Imdymxrx,"37,868",Oceania
Wdncpvbd,"960,563",Oceania
Zjqvakle,"22,336",North America
Wfpsvcpeqj,"53,118",Africa
Lqvwzwaw,"291,177",North America
Rqlfsop,"225,744",Europe
Zdlygnnjon,"57,481",Asia
Zsfsbif,"7,970,968",Africa
Cbofcd,"4,971",Asia
Otnpnukox,"92,219",Africa
Orrywkfk,"124,854",Oceania
Nbbibk,"796,643",Asia
Olrkwks,"1,150,859",Africa
Efegy,"980,218",Oceania
Soklgbhaoi,"9,994",Europe
Wpbefossk,"3,389,106",Africa
Ezptijqx,"17,382",North America
